CustomerID,ContractType,MonthlyCharges,TotalCharges,TenureMonths,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Churn
647,Month-to-month,37.41832836478365,3432.442610456768,26,No,No phone service,No,No internet service,Yes,No,Yes,No,Mailed check,No
648,Month-to-month,35.482039643141306,3347.0664945978115,49,No,Yes,No,No internet service,No,No,No internet service,Yes,Credit card (automatic),No
649,One year,52.476394294923324,7270.126920196783,67,No,No,DSL,Yes,Yes,No internet service,No internet service,Yes,Credit card (automatic),No
650,Two year,44.50856589030013,5740.857891288166,7,No,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Mailed check,No
651,Two year,109.32230455989036,4902.45119131656,58,No,Yes,DSL,Yes,No internet service,Yes,Yes,No,Electronic check,No
652,Month-to-month,49.93847284958203,2544.0444711159785,49,Yes,Yes,No,No,No,Yes,No,Yes,Bank transfer (automatic),No
653,One year,118.79373827954095,6607.944035348228,53,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,Mailed check,No
654,Two year,60.64751705117072,7644.978040731413,65,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,Mailed check,No
655,Two year,46.56273032767163,6587.46643214679,62,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,Mailed check,No
656,One year,101.8525641499656,112.36433101263594,17,No,No,No,No,No internet service,Yes,No internet service,Yes,Electronic check,Yes
657,One year,89.93240757057973,5127.570824448915,43,No,Yes,DSL,No,No,No,No,No,Credit card (automatic),No
658,Two year,75.32581019723564,503.96951339259573,25,Yes,No,DSL,Yes,No,No internet service,No,No,Electronic check,No
659,Two year,80.52808313532444,2135.0970406364027,3,No,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,Mailed check,No
660,One year,95.437361822776,570.2451327473964,29,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,Electronic check,No
661,Two year,50.77938146114818,4869.984078300163,32,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,Electronic check,No
662,Month-to-month,120.65638636116351,5524.060316591594,26,Yes,No,No,No,Yes,No internet service,No,Yes,Mailed check,Yes
663,Month-to-month,118.69617775535725,1004.4523407206505,16,No,No,No,No,Yes,No,Yes,No,Electronic check,No
664,One year,89.16963745757126,3132.327176055338,25,No,Yes,DSL,No internet service,No,Yes,No internet service,Yes,Bank transfer (automatic),Yes
665,One year,48.148363034552204,3704.268420748782,54,No,No phone service,No,No internet service,No internet service,No internet service,Yes,No,Electronic check,No
666,One year,91.89077006124751,3015.518871911241,28,No,No,No,Yes,No,No internet service,Yes,No,Electronic check,No
667,Month-to-month,36.560055217105,1056.097503833025,56,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Credit card (automatic),No
668,Two year,32.77937770072835,3409.687542481056,65,No,No phone service,DSL,Yes,Yes,No,Yes,No,Credit card (automatic),No
669,Month-to-month,53.43914285452044,6034.306577686503,41,No,No phone service,No,No,Yes,Yes,No internet service,No,Mailed check,Yes
670,Two year,72.08868906327778,660.9605498127182,51,No,Yes,No,No internet service,Yes,Yes,Yes,No,Mailed check,Yes
671,Month-to-month,109.00279799216263,733.4221112470373,71,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,Credit card (automatic),Yes
672,Two year,96.16238534873402,2902.6932055042753,29,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),No
673,Month-to-month,97.57629342919827,7539.633121789508,19,No,No phone service,DSL,No,Yes,Yes,No,Yes,Electronic check,No
674,One year,68.70989343477486,5381.723909111021,66,No,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Bank transfer (automatic),No
675,Month-to-month,61.470084321773626,5461.492657713262,41,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,Bank transfer (automatic),No
676,Two year,63.754527431598845,2959.1679276191335,45,No,Yes,DSL,Yes,No,No,No internet service,No,Credit card (automatic),No
677,Month-to-month,119.86611029998126,4789.920250547453,15,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,Mailed check,No
678,Month-to-month,33.6399364185359,180.0363538191727,3,No,No phone service,DSL,No,Yes,No internet service,Yes,Yes,Electronic check,Yes
679,Month-to-month,108.88986614714281,5125.1587666353835,11,No,No,Fiber optic,Yes,No,No,No internet service,Yes,Mailed check,No
680,One year,82.6494621800878,7314.96688585227,53,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,Bank transfer (automatic),No
681,Month-to-month,69.90400314625273,4939.330399924072,46,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No,Bank transfer (automatic),Yes
682,One year,95.98844709777741,7002.218888384125,30,Yes,Yes,DSL,No,No internet service,No,No,Yes,Mailed check,No
683,One year,74.27687366964796,5819.387138182141,57,No,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Mailed check,No
684,Month-to-month,109.4715146654311,1052.411489589153,18,No,No,Fiber optic,No,No internet service,No,Yes,No,Credit card (automatic),No
685,Month-to-month,111.95386962502452,7229.381127558149,51,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,Mailed check,No
686,Month-to-month,68.36660434548445,624.9063704106215,48,No,No,DSL,No,No internet service,Yes,Yes,No,Mailed check,No
687,Two year,55.18132954838969,4318.343033127334,66,No,Yes,No,Yes,No internet service,No,No internet service,Yes,Credit card (automatic),No
688,Month-to-month,83.89387990199596,1222.8832779683155,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,Mailed check,No
689,One year,113.01506445111887,192.48222477414214,22,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,Bank transfer (automatic),No
690,Month-to-month,49.16025919951566,3434.0706550083482,6,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,Mailed check,Yes
691,Two year,86.67995910427693,2430.8215904678345,57,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,Electronic check,No
692,Month-to-month,87.46198002841936,3939.403901001064,36,Yes,No phone service,No,No,No,No internet service,No internet service,No,Bank transfer (automatic),No
693,Two year,96.70328503979056,4659.879105202951,57,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Credit card (automatic),No
694,Two year,41.96265934658064,445.53867124068415,49,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,Bank transfer (automatic),No
695,Month-to-month,95.13007178607005,1071.7260314775904,45,No,No phone service,DSL,No,Yes,No internet service,No,Yes,Credit card (automatic),No
696,One year,112.71195938057332,4513.27493195836,66,No,Yes,DSL,No,No,Yes,Yes,No,Electronic check,Yes
697,Two year,46.341162907192015,2811.022090064,45,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,Electronic check,No
698,Month-to-month,51.606442568072865,5860.470551640639,20,No,No,DSL,No internet service,No internet service,No,No internet service,No,Bank transfer (automatic),Yes
699,Month-to-month,118.3869535577892,5253.1040238763235,64,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,Mailed check,No
700,One year,46.45890269656357,6780.274467620264,67,Yes,Yes,No,No,Yes,No,No,Yes,Bank transfer (automatic),No
701,Two year,107.7390434966317,5570.69333068688,3,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,Bank transfer (automatic),No
702,Two year,74.78728493677116,3496.4555113821702,54,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No,Electronic check,No
703,Month-to-month,52.48802777068911,5416.436316916016,64,No,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,Credit card (automatic),No
704,Month-to-month,109.22824101579853,2275.5112766178063,40,No,No,No,No,No,No internet service,No,No,Bank transfer (automatic),No
705,One year,70.51277820524255,2519.8766403478803,59,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Mailed check,Yes
706,One year,76.8383792076018,6332.982763374267,55,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,Electronic check,No
707,Two year,62.680236615378675,3626.7141795724992,62,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,Bank transfer (automatic),No
708,Two year,83.94852748057839,6407.2046900949845,4,No,No,DSL,Yes,No internet service,No,Yes,Yes,Bank transfer (automatic),No
709,Month-to-month,44.87067240523707,6597.136751979399,60,Yes,Yes,No,No internet service,No,No internet service,Yes,No,Mailed check,Yes
710,Two year,65.57841983531023,6874.742467524142,30,No,No,Fiber optic,Yes,No internet service,No,No,No,Bank transfer (automatic),No
711,One year,118.20652133251116,7341.418363145538,2,No,No,No,No internet service,No internet service,Yes,No internet service,No,Bank transfer (automatic),No
712,One year,53.4801423758026,3504.7832420550403,62,No,Yes,Fiber optic,Yes,Yes,No,No,No,Bank transfer (automatic),No
713,Month-to-month,89.7530364732576,2619.047864736997,49,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,Bank transfer (automatic),No
714,One year,59.58229584444723,4699.370098093499,9,Yes,No phone service,No,No internet service,Yes,No,Yes,Yes,Mailed check,No
715,One year,100.37605443748065,3032.2621451572577,31,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Bank transfer (automatic),No
716,One year,41.89950312536983,4848.48591772184,61,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,Bank transfer (automatic),No
717,One year,118.24371510214756,5674.128314886215,48,No,No,No,No internet service,Yes,Yes,Yes,Yes,Bank transfer (automatic),No
718,Month-to-month,71.28484826591117,5538.399646087882,25,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,Electronic check,No
719,Month-to-month,51.47059216452821,3058.9678074589588,36,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,Mailed check,No
720,Two year,36.67820400703115,1418.1955934201474,8,No,No,No,No,No internet service,Yes,No,No,Electronic check,No
721,One year,45.43796936296621,3501.1817738514396,58,No,Yes,DSL,No internet service,No internet service,No,No,Yes,Electronic check,No
722,Two year,77.28942931859761,1226.493738247079,45,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Mailed check,No
723,Month-to-month,60.65728905524705,7131.766577952086,62,No,No phone service,DSL,No,Yes,No internet service,No,No,Electronic check,No
724,Month-to-month,105.41838629531746,2832.4319398290736,39,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,Electronic check,No
725,Month-to-month,69.20076465322434,1320.232003064258,58,No,No phone service,No,No internet service,No,No internet service,Yes,Yes,Electronic check,No
726,Month-to-month,52.622998805474325,301.03730325543194,64,Yes,Yes,No,Yes,Yes,No,No,No,Mailed check,No
727,Month-to-month,86.15019378096673,5201.996851663225,44,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,Bank transfer (automatic),No
728,Month-to-month,94.30672673657557,5131.528307892471,29,Yes,Yes,No,No internet service,No internet service,Yes,No,No,Credit card (automatic),No
729,Month-to-month,45.19081361898644,2790.772915992204,59,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Credit card (automatic),No
730,One year,45.243348682236906,666.523921896443,71,Yes,Yes,No,No internet service,Yes,No,No internet service,No,Mailed check,No
731,Two year,33.32709985095241,3336.068269672333,9,No,No phone service,Fiber optic,Yes,No,No,No internet service,No,Credit card (automatic),No
732,Month-to-month,97.00258337097328,2558.6182110008094,6,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No,Mailed check,No
733,One year,90.39621201358426,5449.253053906574,29,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Mailed check,No
734,One year,73.18140969323306,4885.656070676254,58,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,Credit card (automatic),No
735,Two year,106.80951085619694,2980.290452760566,17,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,Electronic check,No
736,Month-to-month,103.30598391845483,1821.3511786144218,16,Yes,Yes,No,Yes,No,No,No,Yes,Bank transfer (automatic),No
737,Two year,83.25724716010444,7905.484132629175,3,No,No phone service,DSL,No,No internet service,Yes,No,No,Credit card (automatic),No
738,Month-to-month,109.00268652670653,3686.6128074493076,21,No,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Credit card (automatic),Yes
739,One year,48.72155011334591,5537.366462663873,64,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No,Credit card (automatic),No
740,One year,40.174685365193234,1210.3684438690502,36,No,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Credit card (automatic),No
741,One year,54.53721464804605,3936.1586273092425,62,Yes,Yes,DSL,No,No,No internet service,No,Yes,Mailed check,Yes
742,One year,35.18490390412765,317.54008696877736,42,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No,Mailed check,No
743,Two year,78.3264270480939,4093.095431492555,42,No,No,Fiber optic,No,No,Yes,Yes,No,Bank transfer (automatic),No
744,Month-to-month,115.22111799884149,7715.737516229849,61,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,Bank transfer (automatic),No
745,Month-to-month,33.57026220083438,3135.233032587822,13,No,No,No,Yes,Yes,No internet service,No internet service,Yes,Credit card (automatic),No
746,Two year,41.102002174912435,408.06849934180156,11,No,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Credit card (automatic),No
747,Month-to-month,71.14011157379261,344.55074826281384,54,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,Credit card (automatic),Yes
748,One year,114.97262659503934,3165.095403580269,16,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,Bank transfer (automatic),No
749,Month-to-month,58.760205552884294,1364.196998059233,8,No,No phone service,No,Yes,No,No internet service,No,No,Credit card (automatic),No
750,One year,76.14836759064372,284.48156099266873,59,No,No phone service,No,No internet service,No internet service,No,No,Yes,Electronic check,No
751,Two year,33.77313017358568,6074.087550206397,57,No,No,Fiber optic,No,Yes,No internet service,No internet service,No,Bank transfer (automatic),No
752,Month-to-month,43.48923128755008,3722.331770166936,40,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Electronic check,No
753,Two year,119.77334118925506,2385.033698583971,59,No,No,Fiber optic,Yes,Yes,No,Yes,No,Credit card (automatic),No
754,Month-to-month,117.81580137568014,7210.657145830198,2,No,Yes,No,No,No internet service,No,No internet service,Yes,Mailed check,No
755,One year,30.439538265031274,1017.4977855841523,10,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,Electronic check,No
756,Two year,116.60487247351475,7651.758748747022,44,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,Bank transfer (automatic),No
757,Month-to-month,88.14991434121053,2580.3370672810875,11,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,Electronic check,No
758,One year,108.97056480132201,7118.389011238582,2,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,Bank transfer (automatic),Yes
759,Two year,71.37132686268117,4863.248724187746,50,Yes,No,No,No,No,Yes,No,Yes,Credit card (automatic),No
760,Two year,76.90923860071177,6630.9881419577505,12,No,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Electronic check,No
761,Month-to-month,74.47503880337973,7873.703989362668,23,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,Mailed check,No
762,Month-to-month,90.6746474366955,2378.402958768091,18,No,Yes,No,No,Yes,No internet service,No,No,Electronic check,Yes
763,Month-to-month,42.698264182824474,7692.970334719985,62,No,No,DSL,No,Yes,No internet service,No,Yes,Mailed check,No
764,One year,32.71759667841369,3176.9069697291206,62,No,Yes,No,Yes,Yes,No internet service,No,Yes,Bank transfer (automatic),Yes
765,Month-to-month,58.01162468479837,3145.544047421686,38,No,No phone service,No,No,Yes,No,No,Yes,Credit card (automatic),Yes
766,Two year,94.11594940903484,2789.058123610595,67,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,Credit card (automatic),No
767,Two year,48.3586641431883,4377.120098045923,38,Yes,No,DSL,No,No,No,Yes,No,Mailed check,No
768,Month-to-month,91.27235143256748,1317.745841110048,67,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,Bank transfer (automatic),Yes
769,Month-to-month,118.2519961957616,4474.320734328288,61,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,Credit card (automatic),Yes
770,Two year,38.53496513683707,4379.468018039031,1,Yes,No phone service,No,No,No internet service,Yes,No internet service,No,Bank transfer (automatic),No
771,One year,91.1967927584865,6119.024319578473,45,No,Yes,No,No internet service,No internet service,No,No internet service,No,Mailed check,No
772,Month-to-month,70.37126995671598,6685.834699306926,28,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,Mailed check,No
773,Month-to-month,108.99094514835298,3579.48666746815,21,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,Electronic check,Yes
774,Two year,46.110630839712115,2488.4326698768004,13,Yes,No,No,Yes,No,No internet service,Yes,Yes,Credit card (automatic),No
775,Month-to-month,93.01896165258097,2148.7456888050465,27,Yes,No,No,No internet service,Yes,No internet service,No,No,Credit card (automatic),No
776,One year,106.25849135797803,1637.5283099684882,7,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,Electronic check,No
777,Two year,115.94989397213611,555.4158993722965,22,No,Yes,No,Yes,No,Yes,No,No,Mailed check,No
778,Month-to-month,92.16557057435777,2805.339032794235,53,No,No phone service,DSL,No,Yes,Yes,Yes,No,Mailed check,No
779,Two year,75.23290352476688,2234.9567678331878,4,No,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,Mailed check,No
780,Month-to-month,86.21409885831046,7734.697348344618,23,No,Yes,DSL,No,No,No internet service,No,Yes,Mailed check,No
781,Month-to-month,109.06035358756336,4505.899727375347,70,Yes,No phone service,No,No,Yes,No internet service,Yes,No,Bank transfer (automatic),No
782,Month-to-month,81.9154869441335,2843.4886083410097,33,No,No,DSL,No,Yes,Yes,No,Yes,Credit card (automatic),No
783,One year,32.755222432412154,4685.694047850198,28,No,No phone service,No,No,No,No internet service,No,No,Credit card (automatic),No
784,One year,114.70633129113497,1199.6539406309944,8,No,Yes,No,No,No internet service,No,No,Yes,Mailed check,No
785,Two year,92.73693434387206,3607.945618697403,1,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,Mailed check,No
786,Month-to-month,91.55271810572943,5047.251139226404,37,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,Mailed check,No
787,Month-to-month,49.61643886819226,3962.292871160366,63,No,Yes,No,No,No,Yes,Yes,Yes,Credit card (automatic),No
788,One year,89.9485777911718,3274.0525251691615,22,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Credit card (automatic),No
789,Month-to-month,65.83166091452841,7951.402272307616,70,Yes,No,DSL,No internet service,Yes,No,No internet service,No,Mailed check,Yes
790,One year,89.25220091077578,7054.486620976523,21,No,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,Bank transfer (automatic),No
791,Month-to-month,39.68996575802716,5024.907069459577,35,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,Electronic check,No
792,Two year,89.85392271887628,4598.081153340034,5,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,Electronic check,No
793,Month-to-month,120.93664904513065,5003.217790614214,60,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,Electronic check,Yes
794,Month-to-month,34.3772955363106,1690.3656517972227,46,No,No phone service,No,Yes,No,No,No internet service,No,Credit card (automatic),No
795,One year,118.91285076413988,3221.588171788117,50,No,No,DSL,Yes,No internet service,No,No,Yes,Credit card (automatic),No
796,Month-to-month,67.01862442578123,411.73030983810463,48,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No,Electronic check,No
797,Month-to-month,109.22856398069058,3856.813696145931,6,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Electronic check,Yes
798,One year,101.18707904930288,4389.894213265539,56,No,No phone service,No,Yes,No,Yes,No,Yes,Bank transfer (automatic),No
799,Two year,81.58847974978677,1899.2229152153557,59,Yes,No,No,No internet service,Yes,No internet service,Yes,No,Credit card (automatic),No
800,Two year,97.18887804187071,7715.827892607558,29,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,Credit card (automatic),No
801,One year,109.93491607842266,7284.691426404212,71,Yes,No phone service,No,Yes,No,Yes,No internet service,No,Electronic check,No
802,One year,66.766769270244,5804.931560101656,18,No,No,Fiber optic,No internet service,No,No internet service,No internet service,No,Bank transfer (automatic),No
803,One year,59.75001770225472,4313.754367246364,2,No,No phone service,DSL,No,Yes,No internet service,No internet service,No,Bank transfer (automatic),No
804,One year,90.74099808628621,6972.756361216711,8,No,No phone service,No,Yes,No internet service,Yes,Yes,No,Electronic check,No
805,One year,103.50398071665452,1132.153516205357,54,No,No,No,Yes,Yes,No internet service,No,No,Electronic check,No
806,Two year,99.35794726467203,6345.027374771591,38,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,Credit card (automatic),No
807,Two year,102.59104204613573,1086.0844303381016,48,No,No,DSL,No internet service,Yes,No internet service,No internet service,No,Electronic check,Yes
808,One year,69.6280816479769,6374.2642341403025,27,Yes,Yes,No,No,No,No,Yes,Yes,Mailed check,No
809,Month-to-month,104.41291367192696,2278.56378918572,20,No,No phone service,DSL,No,No internet service,No,No,No,Bank transfer (automatic),No
810,One year,40.929024038725366,7029.015590043692,12,No,Yes,Fiber optic,No internet service,No,Yes,Yes,No,Electronic check,Yes
811,Month-to-month,79.5385079144373,7557.932541220643,43,No,No phone service,DSL,No,No,No internet service,No internet service,No,Mailed check,No
812,One year,30.51403810532906,1275.4881583004135,61,Yes,No phone service,DSL,No internet service,No,No,Yes,Yes,Bank transfer (automatic),No
813,One year,59.527310520924594,3755.1372800166087,31,Yes,No phone service,No,No internet service,No,No,No internet service,Yes,Mailed check,No
814,Two year,63.337999673297205,7849.800287485213,61,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Mailed check,No
815,Month-to-month,66.04171493644223,3918.9187441878585,67,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,Electronic check,Yes
816,Month-to-month,93.27751580877745,6922.025427864906,35,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Yes
817,Two year,65.34878721560146,4750.979024837427,15,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,Mailed check,Yes
818,Two year,70.82111965865029,3065.106272564855,16,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,Yes,Credit card (automatic),No
819,Two year,51.6065159095638,2357.6900886543744,13,Yes,No,No,No internet service,Yes,No,No internet service,Yes,Bank transfer (automatic),No
820,Two year,63.95591303826994,1705.4624195800895,35,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,Yes,Credit card (automatic),No
821,Month-to-month,50.67153608094678,6118.205711883808,59,Yes,Yes,No,No,Yes,No internet service,No internet service,No,Electronic check,No
822,Month-to-month,36.650829062928366,3153.67000390192,21,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,Credit card (automatic),No
823,One year,84.90382199770539,4139.076151385934,54,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,Yes,Bank transfer (automatic),No
824,One year,90.79736466850648,3989.371292009337,30,No,No,No,Yes,No,No,Yes,No,Mailed check,No
825,Two year,86.36362148687492,4660.504330941737,48,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Mailed check,No
826,Two year,72.16795798585208,6938.059450433962,35,No,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Bank transfer (automatic),No
827,Two year,64.55050599630991,7847.840814309092,38,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,Mailed check,No
828,One year,108.5533621110361,3319.915247733154,31,No,No,No,No,No internet service,Yes,No internet service,No,Credit card (automatic),No
829,One year,77.22644244739584,6637.3994846397945,24,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,Mailed check,Yes
830,One year,73.59555086430552,6139.769577772269,49,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Mailed check,Yes
831,One year,32.323427988385646,4630.878716499029,32,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,Credit card (automatic),No
832,One year,61.04355231398023,7652.772434534271,55,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,Credit card (automatic),No
833,One year,64.587801309513,1683.748672674382,58,Yes,No phone service,No,Yes,No,No internet service,No internet service,No,Credit card (automatic),No
834,One year,66.28287306161795,963.1872614460092,3,No,No phone service,DSL,No,Yes,No,Yes,No,Electronic check,No
835,Two year,82.78568559968724,6846.299538947835,69,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Credit card (automatic),No
836,Two year,78.54783175214594,3569.2835514066114,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Credit card (automatic),No
837,Two year,85.30936344420346,6791.053948235778,25,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,No
838,Two year,99.59437680033366,7155.412621043778,68,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Mailed check,No
839,One year,103.9717022231645,593.4149895906644,61,No,No,No,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes
840,Month-to-month,95.33919993661098,7079.37162758988,29,No,No phone service,No,No internet service,No internet service,Yes,No,No,Bank transfer (automatic),No
841,One year,116.94265633189906,3641.720537418435,19,No,No,DSL,No,No internet service,Yes,No internet service,Yes,Credit card (automatic),No
842,Month-to-month,31.649165023548907,4132.416663133435,43,No,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,Credit card (automatic),No
843,Two year,47.805796697202695,5050.080837636361,66,No,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,Electronic check,No
844,One year,30.67822162301093,7418.422593167686,61,Yes,Yes,No,No,No,No internet service,Yes,Yes,Bank transfer (automatic),No
845,Two year,88.91019898806887,251.01714599513585,43,Yes,No phone service,Fiber optic,No,No,No,No,No,Mailed check,No
846,One year,111.71077995444881,3867.063399710755,25,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Mailed check,No
847,Two year,52.14688898844324,5533.00413520143,20,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,Bank transfer (automatic),No
848,Month-to-month,114.3501435764639,5809.384965816005,48,No,No phone service,DSL,No,No,No,No internet service,Yes,Credit card (automatic),Yes
849,Month-to-month,35.47433251635004,5571.006209143153,24,Yes,No,DSL,No internet service,No internet service,Yes,No,No,Electronic check,No
850,Month-to-month,115.02367843930179,1162.0375223241626,11,No,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Bank transfer (automatic),No
851,One year,61.987664538806726,2465.225148136282,55,No,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),No
852,Month-to-month,39.2192953888787,2933.852650794406,28,No,No,DSL,Yes,No internet service,No,Yes,No,Mailed check,No
853,One year,74.20433008595563,6455.053940668089,69,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,Electronic check,No
854,Month-to-month,53.356667662566224,2302.2029920749687,63,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,Bank transfer (automatic),Yes
855,Month-to-month,55.913434078534976,1764.569214550905,59,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,Electronic check,No
856,One year,57.95338680829208,7663.83935040096,5,No,No,No,No internet service,Yes,No,No internet service,No,Credit card (automatic),No
857,One year,103.06535670277236,170.0199523964043,51,Yes,Yes,DSL,No,No,No,Yes,Yes,Mailed check,No
858,Month-to-month,79.05367617744815,7982.784759887628,21,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Credit card (automatic),No
859,One year,58.31900062319633,5446.8882609734255,12,Yes,No phone service,No,No,No,No,Yes,No,Electronic check,No
860,Month-to-month,85.53037428129358,6644.907465648025,50,Yes,No,No,No,No,Yes,No,Yes,Credit card (automatic),No
861,One year,95.1597113543106,2427.493231134926,4,Yes,Yes,No,No internet service,No,No,Yes,Yes,Mailed check,No
862,Two year,54.79878406675157,213.0906935697738,42,No,No,Fiber optic,No internet service,Yes,No,No internet service,No,Electronic check,No
